season,title,author,performances
1730-1731,Turcaret,Lesage (Alain-René),18
1731-1732,Turcaret,Lesage (Alain-René),1
1738-1739,Turcaret,Lesage (Alain-René),12
1740-1741,Turcaret,Lesage (Alain-René),4
1741-1742,Turcaret,Lesage (Alain-René),3
1742-1743,Turcaret,Lesage (Alain-René),2
1748-1749,Turcaret,Lesage (Alain-René),14
1749-1750,Turcaret,Lesage (Alain-René),2
1750-1751,Turcaret,Lesage (Alain-René),5
1751-1752,Turcaret,Lesage (Alain-René),3
1752-1753,Turcaret,Lesage (Alain-René),6
1753-1754,Turcaret,Lesage (Alain-René),3
1759-1760,Turcaret,Lesage (Alain-René),8
1760-1761,Turcaret,Lesage (Alain-René),3
1761-1762,Turcaret,Lesage (Alain-René),6
1762-1763,Turcaret,Lesage (Alain-René),3
1763-1764,Turcaret,Lesage (Alain-René),3
1764-1765,Turcaret,Lesage (Alain-René),5
1765-1766,Turcaret,Lesage (Alain-René),3
1766-1767,Turcaret,Lesage (Alain-René),4
1767-1768,Turcaret,Lesage (Alain-René),8
1768-1769,Turcaret,Lesage (Alain-René),5
1769-1770,Turcaret,Lesage (Alain-René),4
1770-1771,Turcaret,Lesage (Alain-René),5
1771-1772,Turcaret,Lesage (Alain-René),6
1772-1773,Turcaret,Lesage (Alain-René),5
1773-1774,Turcaret,Lesage (Alain-René),2
1774-1775,Turcaret,Lesage (Alain-René),2
1775-1776,Turcaret,Lesage (Alain-René),4
1776-1777,Turcaret,Lesage (Alain-René),3
1777-1778,Turcaret,Lesage (Alain-René),4
1778-1779,Turcaret,Lesage (Alain-René),4
1779-1780,Turcaret,Lesage (Alain-René),3
1780-1781,Turcaret,Lesage (Alain-René),6
1781-1782,Turcaret,Lesage (Alain-René),6
1782-1783,Turcaret,Lesage (Alain-René),6
1783-1784,Turcaret,Lesage (Alain-René),6
1784-1785,Turcaret,Lesage (Alain-René),2
1785-1786,Turcaret,Lesage (Alain-René),2
1790-1791,Turcaret,Lesage (Alain-René),7
1791-1792,Turcaret,Lesage (Alain-René),6
1792-1793,Apothéose de Beaurepaire (L'),Lesur (Charles-Louis),12
1745-1746,Alzaïde,Linant (Nicolas-Michel),7
1747-1748,"Vanda, reine de Pologne",Linant (Nicolas-Michel),5
1687-1688,Voleur ou Titapapouf (Le),"Longchamp (Charlotte Legrand, épouse Pitel de)",3
1693-1694,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),13
1694-1695,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),5
1696-1697,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1728-1729,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),12
1730-1731,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1731-1732,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),3
1734-1735,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),5
1737-1738,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),2
1740-1741,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1741-1742,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1745-1746,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1746-1747,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),7
1747-1748,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1748-1749,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),2
1749-1750,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1750-1751,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1752-1753,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),3
1753-1754,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1754-1755,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),2
1755-1756,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1756-1757,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1758-1759,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1759-1760,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1760-1761,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1761-1762,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),3
1762-1763,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),2
1763-1764,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),2
1766-1767,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1768-1769,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1769-1770,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1770-1771,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),2
1771-1772,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),6
1772-1773,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1773-1774,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1774-1775,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),3
1779-1780,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),1
1785-1786,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),10
1786-1787,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),6
1787-1788,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),5
1788-1789,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1789-1790,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1790-1791,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),4
1791-1792,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),7
1792-1793,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),2
1695-1696,Sésostris,Longepierre (Hilaire-Bernard de),2
1718-1719,Électre,Longepierre (Hilaire-Bernard de),6
1719-1720,Électre,Longepierre (Hilaire-Bernard de),3
1768-1769,Orphelin anglais (L'),Longueil (Charles-Henri de),5
1769-1770,Orphelin anglais (L'),Longueil (Charles-Henri de),5
1770-1771,Orphelin anglais (L'),Longueil (Charles-Henri de),3
1771-1772,Orphelin anglais (L'),Longueil (Charles-Henri de),2
1772-1773,Orphelin anglais (L'),Longueil (Charles-Henri de),1
1778-1779,Orphelin anglais (L'),Longueil (Charles-Henri de),5
1779-1780,Orphelin anglais (L'),Longueil (Charles-Henri de),2
1780-1781,Orphelin anglais (L'),Longueil (Charles-Henri de),1
1781-1782,Orphelin anglais (L'),Longueil (Charles-Henri de),2
1782-1783,Orphelin anglais (L'),Longueil (Charles-Henri de),3
1784-1785,Orphelin anglais (L'),Longueil (Charles-Henri de),1
1785-1786,Orphelin anglais (L'),Longueil (Charles-Henri de),3
1787-1788,Orphelin anglais (L'),Longueil (Charles-Henri de),3
1788-1789,Orphelin anglais (L'),Longueil (Charles-Henri de),1
1789-1790,Orphelin anglais (L'),Longueil (Charles-Henri de),1
1791-1792,Orphelin anglais (L'),Longueil (Charles-Henri de),2
1792-1793,Orphelin anglais (L'),Longueil (Charles-Henri de),1
1772-1773,Alcidonis ou la Journée lacédémonienne,Lonvay de La Saussaye (Jean-Baptiste),5
1792-1793,Soirée d'une vieille femme (La),Lourdet de Santerre (Jean-Baptiste),1
1684-1685,Mort d'Alexandre (La),Louvet,4
1753-1754,Paros,Mailhol (Gabriel),8
1764-1765,Cromwel,Maillet-Duclairon (Antoine),5
1788-1789,Auguste et Théodore ou les Deux pages,Manteufel (Ernest de),8
1789-1790,Auguste et Théodore ou les Deux pages,Manteufel (Ernest de),24
1790-1791,Auguste et Théodore ou les Deux pages,Manteufel (Ernest de),12
1791-1792,Auguste et Théodore ou les Deux pages,Manteufel (Ernest de),6
1792-1793,Auguste et Théodore ou les Deux pages,Manteufel (Ernest de),5
1747-1748,Plaisir (Le),Marchadier (Abbé),6
1782-1783,Zoraï ou les Insulaires de Nouvelle-Zélande,Marignié (Jean-Étienne-François),1
1761-1762,Julie ou le Triomphe de l'amitié,Marin (François-Louis-Claude),1
1720-1721,Annibal /  La Mort d'Annibal (titre alt.),Marivaux (Pierre de),3
1747-1748,Annibal /  La Mort d'Annibal (titre alt.),Marivaux (Pierre de),5
1744-1745,Dispute (La),Marivaux (Pierre de),1
1724-1725,Dénouement imprévu (Le),Marivaux (Pierre de),6
1789-1790,Dénouement imprévu (Le),Marivaux (Pierre de),3
1736-1737,Legs (Le),Marivaux (Pierre de),10
1748-1749,Legs (Le),Marivaux (Pierre de),5
1749-1750,Legs (Le),Marivaux (Pierre de),4
1750-1751,Legs (Le),Marivaux (Pierre de),4
1751-1752,Legs (Le),Marivaux (Pierre de),4
1752-1753,Legs (Le),Marivaux (Pierre de),3
1753-1754,Legs (Le),Marivaux (Pierre de),1
1754-1755,Legs (Le),Marivaux (Pierre de),5
1755-1756,Legs (Le),Marivaux (Pierre de),7
1756-1757,Legs (Le),Marivaux (Pierre de),3
1757-1758,Legs (Le),Marivaux (Pierre de),3
1758-1759,Legs (Le),Marivaux (Pierre de),5
1759-1760,Legs (Le),Marivaux (Pierre de),8
1760-1761,Legs (Le),Marivaux (Pierre de),6
1761-1762,Legs (Le),Marivaux (Pierre de),5
1762-1763,Legs (Le),Marivaux (Pierre de),2
1764-1765,Legs (Le),Marivaux (Pierre de),4
1765-1766,Legs (Le),Marivaux (Pierre de),4
1766-1767,Legs (Le),Marivaux (Pierre de),5
1767-1768,Legs (Le),Marivaux (Pierre de),5
1768-1769,Legs (Le),Marivaux (Pierre de),5
1769-1770,Legs (Le),Marivaux (Pierre de),4
1770-1771,Legs (Le),Marivaux (Pierre de),5
1771-1772,Legs (Le),Marivaux (Pierre de),3
1772-1773,Legs (Le),Marivaux (Pierre de),3
1773-1774,Legs (Le),Marivaux (Pierre de),3
1774-1775,Legs (Le),Marivaux (Pierre de),2
1775-1776,Legs (Le),Marivaux (Pierre de),1
1776-1777,Legs (Le),Marivaux (Pierre de),5
1777-1778,Legs (Le),Marivaux (Pierre de),5
1778-1779,Legs (Le),Marivaux (Pierre de),3
1779-1780,Legs (Le),Marivaux (Pierre de),3
1780-1781,Legs (Le),Marivaux (Pierre de),3
1781-1782,Legs (Le),Marivaux (Pierre de),4
1782-1783,Legs (Le),Marivaux (Pierre de),5
1783-1784,Legs (Le),Marivaux (Pierre de),3
1784-1785,Legs (Le),Marivaux (Pierre de),1
1785-1786,Legs (Le),Marivaux (Pierre de),2
1786-1787,Legs (Le),Marivaux (Pierre de),2
1787-1788,Legs (Le),Marivaux (Pierre de),4
1788-1789,Legs (Le),Marivaux (Pierre de),5
1789-1790,Legs (Le),Marivaux (Pierre de),4
1790-1791,Legs (Le),Marivaux (Pierre de),4
1791-1792,Legs (Le),Marivaux (Pierre de),8
1792-1793,Legs (Le),Marivaux (Pierre de),5
1734-1735,Petit-maître corrigé (Le),Marivaux (Pierre de),2
1746-1747,Préjugé vaincu (Le),Marivaux (Pierre de),7
1750-1751,Préjugé vaincu (Le),Marivaux (Pierre de),4
1754-1755,Préjugé vaincu (Le),Marivaux (Pierre de),2
1755-1756,Préjugé vaincu (Le),Marivaux (Pierre de),2
1756-1757,Préjugé vaincu (Le),Marivaux (Pierre de),3
1757-1758,Préjugé vaincu (Le),Marivaux (Pierre de),2
1758-1759,Préjugé vaincu (Le),Marivaux (Pierre de),4
1759-1760,Préjugé vaincu (Le),Marivaux (Pierre de),4
1760-1761,Préjugé vaincu (Le),Marivaux (Pierre de),5
1761-1762,Préjugé vaincu (Le),Marivaux (Pierre de),3
1762-1763,Préjugé vaincu (Le),Marivaux (Pierre de),2
1763-1764,Préjugé vaincu (Le),Marivaux (Pierre de),2
1764-1765,Préjugé vaincu (Le),Marivaux (Pierre de),2
1772-1773,Préjugé vaincu (Le),Marivaux (Pierre de),6
1774-1775,Préjugé vaincu (Le),Marivaux (Pierre de),1
1775-1776,Préjugé vaincu (Le),Marivaux (Pierre de),1
1776-1777,Préjugé vaincu (Le),Marivaux (Pierre de),2
1780-1781,Préjugé vaincu (Le),Marivaux (Pierre de),3
1781-1782,Préjugé vaincu (Le),Marivaux (Pierre de),7
1782-1783,Préjugé vaincu (Le),Marivaux (Pierre de),2
1790-1791,Préjugé vaincu (Le),Marivaux (Pierre de),4
1791-1792,Préjugé vaincu (Le),Marivaux (Pierre de),2
1792-1793,Préjugé vaincu (Le),Marivaux (Pierre de),1
1731-1732,Réunion des amours (La),Marivaux (Pierre de),9
1727-1728,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),14
1728-1729,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1729-1730,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),1
1735-1736,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),11
1736-1737,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1737-1738,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),1
1738-1739,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),1
1740-1741,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1742-1743,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),6
1743-1744,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1744-1745,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1745-1746,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),6
1746-1747,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1747-1748,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),1
1748-1749,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),3
1749-1750,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),1
1750-1751,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1751-1752,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1752-1753,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1753-1754,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1754-1755,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1755-1756,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1756-1757,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),3
1757-1758,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),6
1758-1759,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1759-1760,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),3
1760-1761,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1761-1762,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1762-1763,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1763-1764,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1765-1766,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),1
1766-1767,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),8
1767-1768,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1768-1769,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1769-1770,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),7
1770-1771,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1771-1772,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1772-1773,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),6
1773-1774,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),6
1774-1775,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1775-1776,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),6
1776-1777,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1777-1778,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1778-1779,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),3
1779-1780,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1780-1781,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1781-1782,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),3
1782-1783,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),3
1783-1784,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),5
1784-1785,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),1
1785-1786,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1786-1787,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1788-1789,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1789-1790,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),1
1790-1791,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),2
1791-1792,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1792-1793,Seconde surprise de l'amour (La) / La Surprise de l'amour (titre alt.),Marivaux (Pierre de),4
1732-1733,Serments indiscrets (Les),Marivaux (Pierre de),9
1737-1738,Serments indiscrets (Les),Marivaux (Pierre de),2
1738-1739,Serments indiscrets (Les),Marivaux (Pierre de),4
1736-1737,Épreuve (L'),Marivaux (Pierre de),1
1752-1753,Épreuve (L'),Marivaux (Pierre de),1
1758-1759,Épreuve (L'),Marivaux (Pierre de),1
1768-1769,Épreuve (L'),Marivaux (Pierre de),1
1727-1728,Île de la raison ou les Petits hommes (L'),Marivaux (Pierre de),4
1749-1750,Aristomène,Marmontel (Jean-François),17
1750-1751,Cléopâtre,Marmontel (Jean-François),11
1784-1785,Cléopâtre,Marmontel (Jean-François),3
1747-1748,Denis le tyran,Marmontel (Jean-François),16
1748-1749,Denis le tyran,Marmontel (Jean-François),6
1749-1750,Denis le tyran,Marmontel (Jean-François),2
1752-1753,Héraclides (Les),Marmontel (Jean-François),11
1752-1753,Égyptus,Marmontel (Jean-François),1
1745-1746,Tarentule (La),Martel,2
1783-1784,Pyrame et Thisbé,Mauduit-Larive (Jean),5
1747-1748,Amestris,Mauger,11
1747-1748,Coriolan,Mauger,5
1752-1753,Cosroès,Mauger,1
1758-1759,Épreuve imprudente (L'),Mauger,5
1787-1788,Maison de Molière (La),Mercier (Louis-Sebastien),11
1788-1789,Maison de Molière (La),Mercier (Louis-Sebastien),6
1789-1790,Maison de Molière (La),Mercier (Louis-Sebastien),3
1790-1791,Maison de Molière (La),Mercier (Louis-Sebastien),4
1791-1792,Maison de Molière (La),Mercier (Louis-Sebastien),1
1792-1793,Maison de Molière (La),Mercier (Louis-Sebastien),4
1768-1769,Deux frères ou la Prévention vaincue (Les),Moissy (Alexandre-Guillaume de),1
1751-1752,Valet maître (Le),Moissy (Alexandre-Guillaume de),7
1781-1782,Discipline militaire du Nord (La),Moline (Pierre-Louis),4
1688-1689,Amants magnifiques (Les),Molière (Jean-Baptiste Poquelin dit),13
1689-1690,Amants magnifiques (Les),Molière (Jean-Baptiste Poquelin dit),3
1690-1691,Amants magnifiques (Les),Molière (Jean-Baptiste Poquelin dit),1
1691-1692,Amants magnifiques (Les),Molière (Jean-Baptiste Poquelin dit),2
1692-1693,Amants magnifiques (Les),Molière (Jean-Baptiste Poquelin dit),4
1693-1694,Amants magnifiques (Les),Molière (Jean-Baptiste Poquelin dit),2
1694-1695,Amants magnifiques (Les),Molière (Jean-Baptiste Poquelin dit),4
1704-1705,Amants magnifiques (Les),Molière (Jean-Baptiste Poquelin dit),11
1680-1681,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),5
1681-1682,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),4
1682-1683,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),4
1683-1684,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),4
1684-1685,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),6
1685-1686,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),5
1686-1687,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),3
1687-1688,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),6
1689-1690,Amour médecin (L') / Les Médecins / Les 4 Médecins (titre alt.),Molière (Jean-Baptiste Poquelin dit),3
